ID,Category,match_score,skills_found,missing_skills
24643412,CONSULTANT,0.066162379,['sql'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
28998957,APPAREL,0.065465174,"['sql', 'excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
98309114,HEALTHCARE,0.065459353,"['excel', 'data analysis', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'python']"
76196367,TEACHER,0.065335223,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
65352424,ARTS,0.064261087,"['excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
18442517,DIGITAL-MEDIA,0.064128339,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
17555081,DESIGNER,0.06407415,"['excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
53701275,PUBLIC-RELATIONS,0.063949437,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
95429627,CONSULTANT,0.062527082,"['python', 'sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis']"
28923650,ENGINEERING,0.062336684,"['machine learning', 'statistics']","['numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
25397102,BUSINESS-DEVELOPMENT,0.062061382,"['python', 'sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis']"
29975124,INFORMATION-TECHNOLOGY,0.061680057,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
11963737,ADVOCATE,0.061522555,"['sql', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
16186411,INFORMATION-TECHNOLOGY,0.060452034,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
83338413,ARTS,0.060383566,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
28790806,AUTOMOBILE,0.059260737,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
22567495,DESIGNER,0.058964641,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
26801767,INFORMATION-TECHNOLOGY,0.058930725,"['excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
25080805,BANKING,0.058787278,"['excel', 'data analysis', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'python']"
31694970,ENGINEERING,0.058264734,"['sql', 'excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
13575312,HEALTHCARE,0.05824202,['sql'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
26746496,INFORMATION-TECHNOLOGY,0.057886495,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
32985311,ENGINEERING,0.057885548,"['python', 'sql', 'tableau']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis']"
81042872,AGRICULTURE,0.056597381,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
29524570,DESIGNER,0.056258831,"['sql', 'excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
28933005,TEACHER,0.056121125,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
19396040,ENGINEERING,0.055241933,"['python', 'excel', 'data analysis', 'statistics']","['numpy', 'pandas', 'machine learning', 'deep learning']"
27536013,INFORMATION-TECHNOLOGY,0.054308592,"['sql', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
27152464,ENGINEERING,0.053330456,"['python', 'sql']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis']"
30344127,APPAREL,0.053266609,"['excel', 'tableau', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
35421497,TEACHER,0.053122848,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
27126818,TEACHER,0.05249045,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
17407184,ACCOUNTANT,0.052285846,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
35990852,DESIGNER,0.052263578,['sql'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
17823436,BANKING,0.052232812,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
71422121,BANKING,0.052054023,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
28337049,BUSINESS-DEVELOPMENT,0.050365972,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
37220856,ARTS,0.049998371,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
26695839,HEALTHCARE,0.049958147,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
32042584,BUSINESS-DEVELOPMENT,0.049882176,"['sql', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
12763627,INFORMATION-TECHNOLOGY,0.049806395,['sql'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
34317538,DESIGNER,0.04973456,"['sql', 'excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
24854026,FINANCE,0.049625417,"['sql', 'excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
11919526,DESIGNER,0.049422923,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
21866029,HEALTHCARE,0.04936091,"['sql', 'excel', 'data analysis', 'tableau']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
46055835,ARTS,0.049338275,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
93576192,ARTS,0.049254505,['data analysis'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
26924514,DESIGNER,0.04923732,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
27330027,FINANCE,0.049067696,"['excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
12546838,BUSINESS-DEVELOPMENT,0.048764073,"['python', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis']"
20824105,INFORMATION-TECHNOLOGY,0.048613221,['python'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis']"
51588273,ENGINEERING,0.048313232,['sql'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
10909720,TEACHER,0.048304057,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
12415691,DESIGNER,0.048193614,"['python', 'sql']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis']"
13964744,BPO,0.047541341,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
44145704,DESIGNER,0.047213765,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
28745844,HEALTHCARE,0.047209066,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
26888302,AVIATION,0.047186129,"['excel', 'data analysis', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'python']"
29525715,PUBLIC-RELATIONS,0.047140692,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
29051656,INFORMATION-TECHNOLOGY,0.047122385,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
19671909,ARTS,0.046951448,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
22450718,INFORMATION-TECHNOLOGY,0.046709717,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
28670024,,0.046647692,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
30097175,ENGINEERING,0.04664639,"['sql', 'excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
10985403,ENGINEERING,0.046464025,['machine learning'],"['statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
16962067,ARTS,0.046206266,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
90318913,AVIATION,0.046097362,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
12526702,CONSULTANT,0.046085504,"['excel', 'data analysis', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'python']"
80503242,ADVOCATE,0.046061549,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
13586069,CONSULTANT,0.046009092,"['machine learning', 'sql', 'excel', 'tableau']","['statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
25608963,ENGINEERING,0.045658886,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
51639418,INFORMATION-TECHNOLOGY,0.045605649,['sql'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
34141299,AGRICULTURE,0.045446867,"['excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
29839396,BANKING,0.044991377,"['python', 'excel', 'data analysis', 'statistics']","['numpy', 'pandas', 'machine learning', 'deep learning']"
18319061,ARTS,0.044832572,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
36107065,PUBLIC-RELATIONS,0.04430138,"['sql', 'excel', 'data analysis', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'python']"
31169070,CONSULTANT,0.044300978,['sql'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
30337969,CHEF,0.044084452,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
31217840,CONSULTANT,0.044003865,"['sql', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
22259768,CONSULTANT,0.043976646,"['excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
23477199,FITNESS,0.043892339,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
12144825,AVIATION,0.043787722,"['python', 'sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis']"
28505854,ENGINEERING,0.043732916,['machine learning'],"['statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
37201447,AGRICULTURE,0.043439669,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
28471099,ARTS,0.043396545,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
19786924,TEACHER,0.043352836,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
29897742,AGRICULTURE,0.04332597,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
22488036,FITNESS,0.043122629,"['python', 'sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis']"
11887930,AUTOMOBILE,0.042966432,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
41344156,INFORMATION-TECHNOLOGY,0.042733239,"['sql', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
19176318,BANKING,0.042714937,"['sql', 'excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
10830646,ARTS,0.042626333,"['excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
33704389,TEACHER,0.042471991,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
10624813,ENGINEERING,0.042141648,"['python', 'sql']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis']"
29208172,BUSINESS-DEVELOPMENT,0.042135481,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
26202430,HR,0.04180178,"['excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
20748929,BUSINESS-DEVELOPMENT,0.041497608,"['sql', 'excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
39166680,DIGITAL-MEDIA,0.041489287,"['sql', 'excel', 'tableau']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
12635195,INFORMATION-TECHNOLOGY,0.040881649,"['python', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning']"
18365443,HEALTHCARE,0.040672452,['sql'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
65062795,CONSULTANT,0.04055429,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
35483925,BANKING,0.040527534,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
26622051,DESIGNER,0.040133236,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
12472574,ENGINEERING,0.039855645,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
89413122,INFORMATION-TECHNOLOGY,0.039837368,['data analysis'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
20674668,INFORMATION-TECHNOLOGY,0.039621343,"['python', 'sql', 'excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis']"
51508889,,0.03950215,"['sql', 'excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
29797594,TEACHER,0.039472632,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
25047127,AUTOMOBILE,0.039420054,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
27847081,HR,0.038983238,"['excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
85421438,HEALTHCARE,0.038925185,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
70089206,INFORMATION-TECHNOLOGY,0.038866696,"['sql', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
66683238,TEACHER,0.038606676,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
13727873,PUBLIC-RELATIONS,0.038597227,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
20390397,DESIGNER,0.038434774,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
11360471,ARTS,0.038399192,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
13809698,ADVOCATE,0.038324587,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
28013287,TEACHER,0.038196162,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
27372171,INFORMATION-TECHNOLOGY,0.037963484,"['excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
39082090,HEALTHCARE,0.037960813,"['excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
20172393,HEALTHCARE,0.037929894,"['excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
27529455,DESIGNER,0.037892416,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
14267489,SALES,0.037766425,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
38220146,ENGINEERING,0.037740979,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
20850529,BANKING,0.037707927,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
22551979,TEACHER,0.037623974,"['excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
22890839,ENGINEERING,0.037609588,"['python', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis']"
13836471,INFORMATION-TECHNOLOGY,0.037548932,['sql'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
43378989,CONSULTANT,0.037516818,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
38750659,TEACHER,0.03749501,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
24184357,HR,0.037304594,"['excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
51432451,CONSULTANT,0.037283668,['sql'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
28035460,INFORMATION-TECHNOLOGY,0.037131563,"['excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
22455205,PUBLIC-RELATIONS,0.036903517,"['excel', 'data analysis', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'python']"
23864858,DIGITAL-MEDIA,0.036560254,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
23955183,FINANCE,0.036248822,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
81011612,DESIGNER,0.036101382,"['sql', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
41152404,BPO,0.036013866,"['sql', 'excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
33135102,BANKING,0.035996445,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
34745915,TEACHER,0.035929216,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
16893572,DIGITAL-MEDIA,0.035844399,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
22496394,DESIGNER,0.035712192,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
28772892,TEACHER,0.035587999,"['excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
10527994,TEACHER,0.035576368,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
37292350,AGRICULTURE,0.03554331,['data analysis'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
22249155,APPAREL,0.035541134,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
16852973,HR,0.035534105,"['data analysis', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'python']"
57262959,CHEF,0.035530718,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
24349611,ARTS,0.035487616,['data analysis'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
23464505,AVIATION,0.035444465,"['sql', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
45987048,TEACHER,0.035438686,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
29564653,HR,0.035342887,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
17659053,APPAREL,0.035224593,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
15011085,,0.035136136,[],"['data analysis', 'machine learning', 'statistics', 'python', 'numpy', 'pandas', 'deep learning']"
31273413,ARTS,0.035043576,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
50328713,ENGINEERING,0.035028614,"['python', 'machine learning', 'sql', 'pandas']","['numpy', 'data analysis', 'statistics', 'deep learning']"
17108676,ENGINEERING,0.034905866,"['excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
12413512,ARTS,0.034759083,['excel'],"['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
29075857,INFORMATION-TECHNOLOGY,0.034718585,"['sql', 'excel', 'data analysis']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'python']"
15535920,CONSULTANT,0.034616493,"['excel', 'statistics']","['machine learning', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
14181049,FINANCE,0.034594488,"['sql', 'excel']","['machine learning', 'statistics', 'numpy', 'pandas', 'deep learning', 'data analysis', 'python']"
